Source,CorrID,Target,PlaceID,Overallcount,Type,Label,Weight
"Georg Brandes","10992","Wien","50","1647","Directed","Georg Brandes–Wien","73"
"Georg Brandes","10992","Kopenhagen","36300","111","Directed","Georg Brandes–Kopenhagen","60"
"Georg Brandes","10992","Dänemark","43570","71","Directed","Georg Brandes–Dänemark","34"
"Georg Brandes","10992","Sternwartestraße 71","168815","259","Directed","Georg Brandes–Sternwartestraße 71","32"
"Georg Brandes","10992","Österreich","41240","219","Directed","Georg Brandes–Österreich","19"
"Georg Brandes","10992","Berlin","168","570","Directed","Georg Brandes–Berlin","18"
"Georg Brandes","10992","XVIII., Währing","68","210","Directed","Georg Brandes–XVIII., Währing","16"
"Georg Brandes","10992","Deutschland","151","97","Directed","Georg Brandes–Deutschland","14"
"Georg Brandes","10992","Frankreich","166","63","Directed","Georg Brandes–Frankreich","10"
"Georg Brandes","10992","Paris","182","232","Directed","Georg Brandes–Paris","10"
"Georg Brandes","10992","Russland","34438","27","Directed","Georg Brandes–Russland","9"
"Georg Brandes","10992","Amerika","175","17","Directed","Georg Brandes–Amerika","8"
"Georg Brandes","10992","Italien","40306","71","Directed","Georg Brandes–Italien","8"
"Georg Brandes","10992","Frankgasse 1","168934","225","Directed","Georg Brandes–Frankgasse 1","8"
"Georg Brandes","10992","Burgtheater","14","55","Directed","Georg Brandes–Burgtheater","6"
"Georg Brandes","10992","Salzburg","30","194","Directed","Georg Brandes–Salzburg","6"
"Georg Brandes","10992","Skandinavien","745","7","Directed","Georg Brandes–Skandinavien","6"
"Georg Brandes","10992","Karlsbad","842","21","Directed","Georg Brandes–Karlsbad","6"
"Georg Brandes","10992","Marienlyst","959","22","Directed","Georg Brandes–Marienlyst","6"
"Georg Brandes","10992","Opatija","38096","17","Directed","Georg Brandes–Opatija","6"
"Georg Brandes","10992","Schweden","44335","15","Directed","Georg Brandes–Schweden","6"
"Georg Brandes","10992","Polen","313","10","Directed","Georg Brandes–Polen","5"
"Georg Brandes","10992","Rom","445","33","Directed","Georg Brandes–Rom","5"
"Georg Brandes","10992","Havnegade","1111","5","Directed","Georg Brandes–Havnegade","5"
"Georg Brandes","10992","Schweiz","43435","53","Directed","Georg Brandes–Schweiz","5"
"Georg Brandes","10992","IX., Alsergrund","59","36","Directed","Georg Brandes–IX., Alsergrund","4"
"Georg Brandes","10992","Preußen","206","8","Directed","Georg Brandes–Preußen","4"
"Georg Brandes","10992","England","254","24","Directed","Georg Brandes–England","4"
"Georg Brandes","10992","Europa","468","24","Directed","Georg Brandes–Europa","4"
"Georg Brandes","10992","Edmund-Weiß-Gasse 7","168940","318","Directed","Georg Brandes–Edmund-Weiß-Gasse 7","4"
"Georg Brandes","10992","Florenz","263","41","Directed","Georg Brandes–Florenz","3"
"Georg Brandes","10992","Sankt Petersburg","433","5","Directed","Georg Brandes–Sankt Petersburg","3"
"Georg Brandes","10992","Südschleswig","1114","3","Directed","Georg Brandes–Südschleswig","3"
"Georg Brandes","10992","Stockholm","1119","10","Directed","Georg Brandes–Stockholm","3"
"Georg Brandes","10992","Ungarn","35512","14","Directed","Georg Brandes–Ungarn","3"
"Georg Brandes","10992","Budapest","43471","6","Directed","Georg Brandes–Budapest","3"
"Georg Brandes","10992","München","45258","154","Directed","Georg Brandes–München","3"
"Georg Brandes","10992","Ministerium für Unterricht","24","3","Directed","Georg Brandes–Ministerium für Unterricht","2"
"Georg Brandes","10992","VIII., Josefstadt","58","8","Directed","Georg Brandes–VIII., Josefstadt","2"
"Georg Brandes","10992","Südbahnhof","132","6","Directed","Georg Brandes–Südbahnhof","2"
"Georg Brandes","10992","Frankfurt am Main","146","135","Directed","Georg Brandes–Frankfurt am Main","2"
"Georg Brandes","10992","Baden-Baden","228","6","Directed","Georg Brandes–Baden-Baden","2"
"Georg Brandes","10992","Österreichischer Hof","230","15","Directed","Georg Brandes–Österreichischer Hof","2"
"Georg Brandes","10992","Nordbahnhof","426","3","Directed","Georg Brandes–Nordbahnhof","2"
"Georg Brandes","10992","Venedig","462","68","Directed","Georg Brandes–Venedig","2"
"Georg Brandes","10992","Athen","505","8","Directed","Georg Brandes–Athen","2"
"Georg Brandes","10992","Schottland","576","3","Directed","Georg Brandes–Schottland","2"
"Georg Brandes","10992","Neapel","595","14","Directed","Georg Brandes–Neapel","2"
"Georg Brandes","10992","Garmisch-Partenkirchen","667","4","Directed","Georg Brandes–Garmisch-Partenkirchen","2"
"Georg Brandes","10992","Helsingør","726","2","Directed","Georg Brandes–Helsingør","2"
"Georg Brandes","10992","Dresden","866","27","Directed","Georg Brandes–Dresden","2"
"Georg Brandes","10992","Moskau","869","5","Directed","Georg Brandes–Moskau","2"
"Georg Brandes","10992","Taormina","906","9","Directed","Georg Brandes–Taormina","2"
"Georg Brandes","10992","Skodsborg","958","14","Directed","Georg Brandes–Skodsborg","2"
"Georg Brandes","10992","Südtirol","969","30","Directed","Georg Brandes–Südtirol","2"
"Georg Brandes","10992","Urania","1013","2","Directed","Georg Brandes–Urania","2"
"Georg Brandes","10992","Boulevard Raspail","1094","2","Directed","Georg Brandes–Boulevard Raspail","2"
"Georg Brandes","10992","Hôtel Lutetia","1095","2","Directed","Georg Brandes–Hôtel Lutetia","2"
