Source,Target,Weight,Type
"Kafka, Eduard Michael","Anatol",5,Directed
"Kafka, Eduard Michael","Die Frage an das Schicksal",4,Directed
"Kafka, Eduard Michael","Das Märchen. Schauspiel in drei Aufzügen",3,Directed
"Kafka, Eduard Michael","Die drei Elixire",1,Directed
"Kafka, Eduard Michael","Baumeister Solness",1,Directed
"Kafka, Eduard Michael","Gläubiger. Schauspiel in einem Act",1,Directed
"Kafka, Eduard Michael","Vor dem Tode",1,Directed
"Kafka, Eduard Michael","Herbstzeichen",1,Directed
"Kafka, Eduard Michael","Abschiedssouper",1,Directed
"Kafka, Eduard Michael","Gaea. Musikdrama",1,Directed
"Kafka, Eduard Michael","Der Talisman. Dramatisches Märchen",1,Directed
"Kafka, Eduard Michael","Sterben. Novelle",1,Directed
"Kafka, Eduard Michael","Familie",1,Directed
